order_id,order_date,product_id,quantity,unit_price,customer_id
168,2022-06-24,43,10,759.35,32
169,2021-05-20,64,5,964.35,30
170,2021-12-24,1,9,802.78,17
171,2021-06-12,54,2,371.22,75
172,2022-05-29,96,9,19.6,58
173,2021-09-06,7,7,609.87,41
174,2022-11-29,98,2,357.94,64
175,2023-09-06,24,10,960.5,18
176,2023-05-29,34,7,46.82,82
177,2021-01-23,74,1,17.61,21
178,2021-04-26,48,7,448.25,68
179,2022-05-02,48,5,433.63,42
180,2022-05-24,1,8,714.1,75
181,2021-10-17,57,10,878.13,92
182,2023-09-08,89,8,841.67,76
183,2023-12-22,94,9,920.11,70
184,2022-11-17,58,10,872.64,17
185,2023-07-15,79,9,403.71,54
186,2022-07-29,74,9,244.26,51
187,2021-02-20,13,10,711.73,47
188,2022-06-02,99,1,526.33,97
189,2022-09-10,72,4,900.75,67
190,2022-01-24,18,6,768.77,10
191,2022-05-07,50,1,823.39,79
192,2021-02-28,35,4,380.87,54
193,2023-06-02,82,3,95.0,4
194,2022-12-17,40,1,257.56,83
195,2022-03-20,71,2,106.96,72
196,2022-09-09,32,10,271.23,71
197,2023-09-16,81,7,829.78,33
198,2021-09-01,56,1,503.62,42
199,2023-10-24,76,5,613.57,69
200,2021-11-20,25,2,898.82,14
201,2021-02-22,73,7,635.07,55
202,2022-03-23,24,10,991.86,74
203,2023-11-27,36,8,649.41,68
204,2023-08-27,8,3,128.56,34
205,2021-09-25,97,1,372.01,20
206,2021-08-02,6,8,336.47,62
207,2021-08-25,73,10,646.33,30
208,2023-05-15,57,9,321.61,67
209,2023-08-02,82,7,220.41,82
210,2023-06-09,59,1,163.35,55
211,2022-05-31,81,1,184.32,87
212,2022-10-18,81,8,653.94,58
213,2023-06-03,40,4,12.31,45
214,2023-01-12,54,2,48.11,43
215,2023-01-26,32,7,861.61,15
216,2022-07-08,57,2,495.22,42
217,2023-08-11,18,1,470.34,93
218,2021-12-25,60,5,419.37,69
219,2022-12-09,69,1,830.51,25
220,2022-04-30,20,7,896.81,17
221,2021-02-01,80,6,795.57,8
222,2021-08-04,56,3,251.53,79
223,2021-11-01,39,2,71.39,27
224,2023-08-05,59,6,940.93,37
225,2021-01-24,61,7,135.27,96
226,2021-08-31,14,5,881.76,56
227,2022-07-01,15,5,991.43,6
228,2021-10-28,53,7,23.47,34
229,2022-03-27,59,3,282.28,16
230,2021-04-18,93,1,916.81,67
231,2023-08-16,38,4,568.03,91
232,2023-06-19,34,4,694.05,50
233,2022-06-26,42,2,288.35,83
234,2021-06-13,99,7,819.24,86
235,2022-10-26,99,10,549.74,48
236,2022-01-17,41,5,214.98,41
237,2023-12-17,88,9,813.53,81
238,2023-09-24,59,5,172.67,14
239,2022-05-15,51,10,284.95,29
240,2022-01-20,72,4,842.5,6
241,2021-04-27,43,10,597.38,51
242,2021-04-04,92,4,704.28,43
243,2022-08-01,86,1,790.78,26
244,2023-03-30,51,8,714.78,2
245,2021-10-03,41,5,282.57,60
246,2023-11-04,64,10,51.73,35
247,2021-11-28,45,2,128.35,52
248,2023-01-11,27,2,704.49,4
249,2023-02-19,96,7,31.29,82
250,2021-02-10,26,7,568.48,22
251,2023-10-18,39,2,58.08,47
252,2022-11-30,78,6,866.41,88
253,2022-08-10,7,6,259.44,74
254,2021-08-31,7,6,115.63,68
255,2021-10-11,92,4,285.33,46
256,2023-06-07,33,6,697.12,77
257,2021-04-29,43,7,57.69,58
258,2022-12-15,46,6,892.8,38
259,2023-01-28,44,10,945.98,50
260,2021-10-28,23,3,108.81,85
261,2022-09-23,90,7,505.54,24
262,2022-03-06,76,10,935.6,78
263,2021-02-08,11,8,36.0,94
264,2023-07-01,11,4,602.87,32
265,2021-11-13,83,5,544.46,89
266,2021-08-18,78,1,648.53,61
267,2021-02-06,87,2,37.41,24
268,2023-11-24,45,3,822.41,100
269,2021-04-14,40,10,840.96,14
270,2022-12-23,65,9,393.63,7
271,2022-06-20,62,8,960.69,94
272,2023-10-23,65,1,42.15,67
273,2023-07-23,99,2,753.54,77
274,2021-08-11,42,6,365.55,43
275,2021-03-12,55,10,118.51,5
276,2023-10-21,18,7,264.79,97
277,2022-01-14,61,10,933.5,72
278,2022-11-11,6,3,963.73,98
279,2022-01-29,21,7,687.74,40
280,2022-08-29,21,2,418.46,10
281,2022-04-10,99,3,793.07,39
282,2022-01-09,10,5,931.43,28
283,2022-11-22,35,2,148.01,17
284,2021-12-21,40,8,301.82,89
285,2021-12-29,19,2,212.36,81
286,2021-09-14,64,2,686.36,95
287,2022-03-13,37,2,505.36,21
288,2022-12-01,73,8,607.55,6
289,2021-05-14,28,6,168.29,74
290,2021-08-18,38,7,15.7,93
291,2022-12-27,15,2,867.43,60
292,2023-12-30,50,9,940.09,47
293,2022-10-04,98,9,254.03,84
294,2023-06-28,55,10,996.61,45
295,2023-04-05,83,3,20.25,50
296,2022-10-23,32,10,782.63,11
297,2022-01-09,11,2,895.75,7
298,2021-01-19,27,2,974.05,40
299,2022-01-31,40,10,163.85,89
300,2023-06-21,40,7,64.79,16
301,2022-12-04,1,5,126.99,46
302,2021-03-19,88,9,699.91,85
303,2023-06-24,32,10,333.72,99
304,2023-06-18,11,9,701.15,28
305,2023-02-24,99,1,816.42,9
306,2021-11-14,3,8,776.14,22
307,2022-06-12,41,3,336.49,3
308,2023-03-14,55,8,962.44,61
309,2023-09-02,5,1,909.26,83
310,2023-06-27,20,8,977.21,22
311,2022-08-20,81,3,437.45,46
312,2023-09-12,52,7,364.23,57
313,2023-07-23,11,4,211.7,91
314,2022-02-02,91,3,197.84,44
315,2022-06-02,44,7,661.62,42
316,2021-08-25,3,9,14.63,94
317,2022-03-05,76,2,724.59,32
318,2021-10-08,66,8,297.55,88
319,2023-10-30,94,7,609.12,99
320,2022-10-17,33,9,170.2,18
321,2023-09-18,67,9,408.48,78
322,2022-07-29,15,3,301.65,4
323,2021-10-05,45,4,394.4,34
324,2023-12-30,68,9,278.32,38
325,2023-12-25,49,9,260.76,86
326,2023-12-05,95,3,712.6,99
327,2021-12-12,31,9,925.1,80
328,2021-08-05,53,9,869.52,21
329,2023-11-03,80,9,17.4,70
330,2022-09-23,26,5,470.9,26
331,2021-08-17,93,7,384.33,86
332,2023-08-06,67,2,806.06,97
333,2021-05-16,46,1,105.68,34
334,2023-08-13,58,9,943.23,14
335,2023-12-03,74,9,892.54,61
336,2023-03-08,62,5,397.43,89
337,2023-06-11,74,2,648.66,16
338,2022-06-26,9,3,232.46,25
339,2023-09-14,41,2,15.34,10
340,2021-12-04,20,7,385.46,67
341,2021-05-27,28,8,804.49,42
342,2022-09-07,96,4,137.44,100
343,2022-09-03,10,10,949.07,20
344,2022-06-08,13,1,192.74,22
345,2021-10-03,40,5,358.6,39
346,2022-10-17,72,1,561.36,38
347,2021-06-16,72,10,81.89,52
348,2022-10-20,49,4,986.08,18
349,2022-05-26,64,1,796.19,88
350,2021-11-23,2,9,371.7,84
351,2021-05-26,40,7,200.99,3
352,2023-07-23,22,1,781.13,43
353,2021-03-26,75,6,75.3,59
354,2021-12-27,74,10,681.02,74
355,2022-01-13,89,10,591.68,92
356,2023-10-14,36,6,674.68,68
357,2023-09-20,87,7,13.91,53
358,2023-07-09,47,9,202.56,59
359,2023-09-30,64,8,628.22,92
360,2022-06-15,47,3,495.55,57
361,2023-02-07,77,7,210.43,20
362,2023-10-10,32,10,196.43,42
363,2022-05-29,45,6,692.42,21
364,2021-08-15,50,9,353.41,37
365,2023-12-30,90,7,269.05,87
366,2023-11-25,6,9,848.73,15
367,2021-08-15,83,1,526.73,96
368,2023-07-23,40,2,67.16,93
369,2022-12-10,70,7,843.06,20
370,2023-08-16,22,7,659.56,49
371,2023-01-11,83,5,637.82,70
372,2023-07-31,48,8,710.37,67
373,2022-03-01,53,6,728.31,66
374,2023-06-13,20,9,274.59,53
375,2023-04-19,63,6,288.13,2
376,2023-07-26,25,2,970.89,3
377,2023-08-02,67,3,114.91,83
378,2022-06-05,72,7,638.71,58
379,2023-12-18,98,9,693.23,28
380,2023-09-18,51,9,923.16,51
381,2021-10-25,42,9,847.85,75
382,2023-05-15,99,5,510.87,3
383,2021-12-03,88,7,888.48,96
384,2021-04-22,39,5,742.32,5
385,2023-03-30,4,10,875.36,67
386,2023-03-20,2,9,71.56,8
387,2023-04-21,8,7,720.9,21
388,2021-05-13,38,3,847.44,75
389,2023-04-03,41,6,453.2,84
390,2023-08-17,66,3,738.49,51
391,2023-04-19,35,2,348.89,64
392,2023-03-12,30,10,562.49,13
393,2023-02-18,32,10,739.06,21
394,2023-03-18,91,9,884.17,39
395,2021-07-12,62,7,13.99,85
396,2023-07-16,69,8,690.2,67
397,2023-05-01,23,5,232.66,16
398,2023-05-04,58,4,449.31,4
399,2021-01-12,1,9,322.82,38
400,2021-07-16,98,4,264.51,39
401,2023-06-17,93,2,413.26,10
402,2022-02-28,77,3,494.47,49
403,2023-10-20,76,4,152.19,43
404,2021-01-31,38,2,918.57,50
405,2021-04-27,23,10,208.57,14
406,2022-01-07,7,2,402.86,93
407,2023-04-20,22,7,665.3,30
408,2022-06-09,61,3,418.46,35
409,2023-12-29,100,7,198.56,61
410,2023-08-09,96,1,50.37,92
411,2021-05-20,49,7,972.76,44
412,2022-12-15,68,7,202.03,15
413,2021-12-29,81,10,755.04,94
414,2021-02-21,99,2,376.98,67
415,2023-02-12,20,7,607.8,69
416,2021-02-28,19,5,916.2,28
417,2022-05-03,63,4,252.7,10
418,2023-01-05,80,1,206.16,85
419,2021-05-19,5,5,427.38,13
420,2021-07-04,58,10,581.08,2
421,2023-03-09,62,1,907.16,69
422,2022-08-10,54,1,483.87,44
423,2022-06-13,40,10,872.31,17
424,2023-09-15,68,9,70.93,38
425,2022-02-28,57,8,301.52,83
426,2021-06-01,57,7,806.04,77
427,2022-07-14,83,9,810.05,25
428,2022-12-26,23,9,539.57,82
429,2023-07-13,68,9,264.42,68
430,2022-03-29,80,9,607.6,57
431,2023-09-06,94,9,208.08,78
432,2021-05-08,4,7,941.33,58
433,2022-06-22,26,7,162.23,75
434,2021-03-18,61,1,937.17,77
435,2023-01-22,55,10,465.47,81
436,2022-02-08,24,6,515.52,38
437,2021-11-01,58,6,641.74,27
438,2021-03-10,8,8,586.5,27
439,2022-04-29,3,8,885.09,7
440,2021-02-20,89,6,918.49,65
441,2023-10-23,31,5,275.92,54
442,2022-05-27,50,5,485.61,81
443,2021-08-31,73,8,60.86,46
444,2021-10-13,38,4,778.29,58
445,2021-02-22,54,5,320.65,38
446,2022-06-15,65,9,691.38,93
447,2022-05-03,53,6,179.56,57
448,2021-01-16,14,2,534.78,91
449,2021-07-16,39,8,917.45,78
450,2021-01-28,95,1,373.52,83
451,2021-04-11,77,3,199.31,78
452,2021-12-02,87,9,189.97,90
453,2021-08-10,27,4,424.86,70
454,2022-10-22,68,3,264.89,77
455,2022-07-30,70,7,57.74,74
456,2021-05-19,19,1,131.99,74
457,2023-08-03,13,6,294.99,48
458,2021-10-01,79,1,897.91,22
459,2022-09-03,84,2,683.7,71
460,2021-04-11,51,3,949.77,44
461,2022-04-28,61,9,73.51,10
462,2021-04-29,68,8,34.43,27
463,2023-06-18,100,9,230.55,32
464,2021-07-19,40,5,815.05,64
465,2023-07-15,73,6,74.5,63
466,2021-02-09,11,6,239.69,26
467,2023-03-20,23,7,379.5,2
468,2023-12-19,30,1,444.62,27
469,2023-05-11,24,1,580.91,29
470,2021-09-22,57,2,418.02,65
471,2023-06-22,96,1,487.29,83
472,2022-09-25,85,4,469.09,77
473,2023-07-06,7,1,273.38,84
474,2022-09-28,42,5,300.53,10
475,2021-06-22,26,2,243.88,69
476,2023-03-30,42,10,445.31,82
477,2023-07-02,85,9,473.42,50
478,2023-04-02,14,5,967.34,36
479,2022-10-18,27,1,627.86,33
480,2023-01-24,41,4,634.53,52
481,2022-12-12,91,7,900.56,64
482,2023-07-19,8,5,660.84,53
483,2023-05-06,11,2,717.72,3
484,2022-05-02,73,4,909.4,1
485,2021-10-24,37,3,401.47,72
486,2022-08-23,29,10,585.47,18
487,2022-05-13,35,4,402.58,48
488,2022-10-09,100,4,861.15,14
489,2021-07-12,46,5,41.48,72
490,2023-04-01,27,2,836.46,56
491,2021-08-31,27,5,127.67,2
492,2021-01-13,48,9,217.73,40
493,2022-03-08,23,3,810.62,76
494,2022-11-10,86,8,704.28,87
495,2021-09-09,34,5,680.84,40
496,2022-06-27,13,9,190.02,15
497,2021-03-12,19,10,999.05,44
498,2023-03-18,70,2,574.7,89
499,2023-12-17,11,10,441.68,29
500,2022-01-16,60,5,177.66,77
501,2021-11-02,91,9,830.63,46
502,2023-07-22,48,8,339.45,62
503,2021-03-27,59,6,803.13,70
504,2022-06-06,88,6,623.17,93
505,2021-07-13,66,7,12.35,54
506,2022-12-07,4,10,958.55,55
507,2022-06-11,91,10,263.84,67
508,2022-02-25,7,9,695.74,54
509,2022-02-14,17,5,805.61,59
510,2023-08-30,43,5,459.42,88
511,2021-07-20,61,1,317.79,1
512,2021-09-17,40,7,443.99,77
513,2021-07-18,18,5,738.56,38
514,2023-05-21,30,10,19.2,61
515,2023-09-27,29,9,301.24,58
516,2021-07-09,41,2,463.75,15
517,2021-05-31,59,1,193.13,2
518,2022-07-27,22,8,531.23,50
519,2021-04-05,62,2,99.75,54
520,2021-03-22,25,6,394.75,10
521,2023-01-22,39,10,115.59,50
522,2023-08-24,69,6,685.89,60
523,2023-08-29,56,7,296.75,42
524,2022-07-19,75,8,124.33,80
525,2022-06-06,68,3,942.53,88
526,2022-06-17,82,1,437.39,88
527,2023-04-23,42,1,61.9,58
528,2023-07-16,16,6,369.73,48
529,2023-11-01,42,1,358.97,90
530,2021-12-20,17,7,266.47,93
531,2023-04-21,58,3,193.43,8
532,2023-12-21,38,2,264.29,17
533,2021-04-29,49,10,330.4,5
534,2023-12-15,50,10,66.98,70
535,2022-03-05,51,10,868.89,68
536,2023-06-07,70,5,18.01,18
537,2022-06-19,4,4,952.97,66
538,2022-06-20,41,3,445.74,49
539,2021-11-25,92,5,978.05,41
540,2022-12-18,86,1,627.81,4
541,2022-11-25,4,6,784.91,37
542,2021-10-01,51,4,370.55,66
543,2022-04-02,80,7,462.03,60
544,2023-05-29,27,6,976.45,36
545,2022-03-26,99,6,579.43,42
546,2022-06-29,21,10,902.79,83
547,2022-12-11,3,10,32.02,75
548,2023-04-30,3,3,713.82,44
549,2022-12-24,41,6,474.97,92
550,2022-04-24,47,3,671.81,55
551,2021-07-18,26,10,295.92,94
552,2021-07-27,91,1,705.56,93
553,2021-09-07,59,2,676.34,30
554,2022-06-01,38,2,517.13,38
555,2023-10-21,77,6,850.54,82
556,2022-03-01,67,4,338.98,75
557,2022-12-02,67,1,968.46,63
558,2021-09-04,45,6,988.82,34
559,2022-12-14,8,1,88.38,30
560,2022-08-11,9,5,610.68,94
561,2022-12-21,27,3,126.94,52
562,2022-11-25,35,10,772.25,2
563,2023-01-24,2,8,170.77,7
564,2021-11-20,97,9,317.16,92
565,2022-01-14,54,1,208.52,45
566,2023-05-20,91,3,282.22,13
567,2023-06-08,95,4,425.17,73
568,2021-01-01,11,5,572.49,14
569,2023-04-16,64,4,386.69,41
570,2022-06-02,64,1,885.9,68
571,2023-09-01,70,6,837.62,85
572,2022-05-21,29,8,479.58,87
573,2021-08-18,67,6,754.67,35
574,2023-02-26,31,3,657.17,18
575,2021-09-12,51,5,174.58,23
576,2023-08-25,69,8,978.23,53
577,2022-01-02,31,4,227.61,42
578,2023-08-03,76,1,333.82,20
579,2023-09-27,39,1,563.98,90
580,2022-01-21,29,3,314.03,71
581,2023-06-16,77,4,482.38,91
582,2023-08-27,22,4,33.49,92
583,2023-12-10,55,7,548.64,51
584,2021-01-30,80,1,722.2,88
585,2023-11-21,94,7,440.99,78
586,2023-03-14,91,10,692.75,37
587,2021-08-29,22,7,300.84,84
588,2023-10-19,91,5,484.15,54
589,2023-12-15,29,6,995.67,47
590,2021-12-05,92,2,610.99,18
591,2023-10-09,73,1,869.43,10
592,2023-01-02,66,3,826.66,84
593,2022-12-14,4,10,273.4,82
594,2023-06-26,76,1,894.49,55
595,2021-02-09,98,1,306.15,100
596,2021-06-16,91,6,74.97,18
597,2022-12-02,70,10,419.58,91
598,2022-09-15,79,8,349.77,90
599,2021-02-17,38,6,382.35,99
600,2023-10-28,82,2,130.08,60
601,2021-02-27,79,5,811.45,17
602,2023-07-16,49,9,226.8,9
603,2023-05-28,18,4,875.15,52
604,2021-06-04,1,4,727.87,50
605,2021-10-08,9,3,559.38,34
606,2022-05-14,17,9,690.73,78
607,2022-07-30,86,8,509.17,100
608,2023-08-27,90,7,541.12,54
609,2021-10-01,16,3,194.38,89
610,2021-05-24,98,10,286.46,23
611,2021-01-18,43,5,285.98,16
612,2021-01-18,92,9,130.45,40
613,2021-03-13,62,6,801.09,47
614,2021-03-01,92,9,148.31,26
615,2023-05-27,5,7,895.61,70
616,2021-05-09,90,10,111.22,35
617,2022-04-25,96,3,677.31,95
618,2022-01-12,57,10,620.34,26
619,2023-06-25,52,7,472.76,72
620,2023-01-01,92,1,78.6,34
621,2023-05-03,6,3,149.33,17
622,2021-01-22,33,4,279.11,15
623,2023-07-08,48,8,764.7,73
624,2021-10-19,12,4,517.73,17
625,2023-07-25,14,4,566.1,33
626,2023-11-12,18,1,195.97,45
627,2022-08-06,75,8,591.12,50
628,2022-06-23,33,5,371.29,18
629,2021-03-10,91,4,895.94,31
630,2023-09-13,9,10,685.4,17
631,2023-11-30,50,6,71.08,74
632,2022-10-03,42,6,665.34,55
633,2022-02-24,66,7,588.53,99
634,2023-07-03,40,10,395.3,19
635,2022-10-11,57,4,484.58,33
636,2023-04-04,76,3,779.12,31
637,2022-04-01,69,6,133.06,89
638,2021-07-23,64,10,299.76,43
639,2022-04-26,88,6,397.57,54
640,2021-06-21,17,2,924.37,25
641,2021-08-22,85,2,710.31,54
642,2022-08-19,26,2,355.19,57
643,2022-09-30,43,9,310.29,2
644,2023-09-01,19,2,690.17,87
645,2023-07-05,52,5,388.63,82
646,2022-01-15,56,2,824.25,41
647,2023-12-09,48,1,155.43,42
648,2023-09-18,88,1,989.63,48
649,2021-12-22,60,9,386.51,91
650,2023-03-01,75,5,902.53,38
651,2023-01-17,61,4,968.02,34
652,2021-10-11,52,7,489.56,62
653,2023-01-24,28,3,867.14,34
654,2021-09-14,50,3,454.56,43
655,2022-09-17,36,9,876.6,13
656,2022-09-05,98,7,368.82,66
657,2021-06-12,76,1,931.41,80
658,2023-01-19,62,4,517.69,52
659,2023-01-26,88,7,658.75,70
660,2023-02-08,58,7,860.22,11
661,2021-06-29,52,1,764.71,98
662,2022-06-09,47,1,540.14,81
663,2022-12-13,35,7,624.77,18
664,2023-11-21,1,10,863.32,44
665,2021-12-26,88,4,900.9,90
666,2023-06-22,21,5,379.49,70
667,2021-09-10,93,7,924.64,25
668,2023-10-18,72,7,296.0,7
669,2023-09-13,68,3,358.95,76
670,2023-01-14,22,1,10.98,99
671,2021-09-21,52,1,215.75,92
672,2023-08-10,48,3,20.11,90
673,2023-02-13,28,8,716.49,54
674,2021-03-30,45,5,795.28,77
675,2023-04-28,23,8,710.44,22
676,2023-01-02,14,7,411.68,16
677,2022-04-10,67,6,844.24,41
678,2021-07-07,2,1,582.02,34
679,2022-08-26,30,6,459.6,8
680,2022-12-28,48,5,786.21,59
681,2023-03-25,72,4,382.62,47
682,2023-12-14,37,9,629.79,22
683,2022-06-29,27,10,410.7,18
684,2023-02-19,73,3,148.24,98
685,2023-04-22,62,2,698.63,22
686,2022-12-29,74,2,754.4,75
687,2023-08-29,21,1,87.84,15
688,2023-12-17,83,9,331.08,40
689,2023-09-19,35,10,817.98,49
690,2021-07-13,89,8,13.54,50
691,2023-06-25,62,2,241.19,5
692,2022-07-29,38,1,592.05,1
693,2022-05-11,64,5,534.72,27
694,2023-01-02,53,9,440.0,51
695,2023-02-03,68,4,422.91,62
696,2021-06-03,76,1,120.91,54
697,2022-01-11,90,9,437.03,15
698,2022-08-30,69,9,423.76,25
699,2021-11-01,99,5,862.7,95
700,2023-08-25,72,7,75.64,48
701,2021-05-22,7,1,124.73,46
702,2022-04-23,31,4,496.85,90
703,2022-08-15,5,8,641.11,10
704,2021-01-09,98,3,705.74,77
705,2021-02-01,24,10,275.06,19
706,2022-10-08,86,10,838.48,95
707,2022-09-09,83,3,401.73,55
708,2021-03-19,10,7,606.82,26
709,2022-03-29,7,10,496.86,9
710,2023-09-04,93,1,556.23,56
711,2022-01-05,7,8,869.96,47
712,2022-08-16,38,8,902.35,92
713,2021-05-27,35,3,488.18,53
714,2021-01-10,42,6,335.31,69
715,2023-03-31,61,3,382.19,69
716,2023-01-14,12,3,842.2,50
717,2022-07-08,51,9,904.92,88
718,2023-10-23,64,9,797.04,32
719,2022-05-26,97,8,915.38,52
720,2021-09-14,35,4,81.23,17
721,2021-01-30,2,3,843.95,23
722,2023-02-12,34,10,136.7,44
723,2021-12-22,67,9,137.52,69
724,2022-11-26,59,7,207.22,62
725,2021-04-06,94,2,344.36,21
726,2022-07-10,86,9,410.59,35
727,2023-09-22,20,2,366.15,14
728,2021-06-20,62,9,691.38,79
729,2023-08-29,41,2,264.06,91
730,2022-10-06,60,1,104.59,87
731,2023-04-06,73,4,648.06,38
732,2021-02-13,59,8,652.96,79
733,2023-01-29,71,2,161.69,7
734,2021-11-03,1,9,424.24,76
